,發生時間,事故類別名稱,發生地點,事故類型及型態子類別名稱,肇因研判子類別名稱-主要,死亡受傷人數,經度,緯度,車種,機車,,小客車,人,慢車,小貨車,軍車,大貨車,曳引車,大客車,半聯結車,特種車,全聯結車,其他車,日期,時間,死亡,受傷,縣市
115732,2022-04-24 11:24:00,A2,澎湖縣西嶼鄉澎2號道起點前20公尺處(小門段),撞護欄(樁),未注意車前狀態,死亡0;受傷1,119.519851,23.648248,1: 機車 (普通重型); 2:  (),普通重型,,,,,,,,,,,,,,2022-04-24,11:24:00,0,1,澎湖縣
115884,2022-04-24 14:40:00,A2,澎湖縣馬公市澎26號道1.5公里處岔路口,路口交岔撞,未依規定讓車,死亡0;受傷2,119.593662,23.518395,1: 機車 (普通重型); 2: 小客車 (自用); 3: 人 (乘客),普通重型,,自用,乘客,,,,,,,,,,,2022-04-24,14:40:00,0,2,澎湖縣
117234,2022-04-25 20:01:00,A2,澎湖縣馬公市陽明里水源路口 / 澎湖縣馬公市陽明里北辰街口,側撞,未依規定讓車,死亡0;受傷2,119.571663,23.569798,1: 小客車 (自用); 2: 機車 (普通重型); 3: 人 (乘客),普通重型,,自用,乘客,,,,,,,,,,,2022-04-25,20:01:00,0,2,澎湖縣
117277,2022-04-25 21:32:00,A2,澎湖縣馬公市復興里金龍路7號前30.0公尺南側,路上翻車、摔倒,未注意車前狀態,死亡0;受傷2,119.559015,23.562243,1: 機車 (普通重型); 2:  (); 3: 人 (乘客),普通重型,,,乘客,,,,,,,,,,,2022-04-25,21:32:00,0,2,澎湖縣
117291,2022-04-25 22:07:00,A2,澎湖縣馬公市烏崁里縣204線道路口 / 澎湖縣馬公市烏崁里澎25號道路口,側撞,左轉彎未依規定,死亡0;受傷2,119.619916,23.548738,1: 機車 (普通重型); 2: 機車 (普通重型),普通重型,,,,,,,,,,,,,,2022-04-25,22:07:00,0,2,澎湖縣
117454,2022-04-26 07:40:00,A2,澎湖縣馬公市縣204線 1公里200.0公尺處西側向外側,側撞,未依規定讓車,死亡0;受傷1,119.591661,23.562706,1: 小客車 (自用); 2: 機車 (普通重型),普通重型,,自用,,,,,,,,,,,,2022-04-26,07:40:00,0,1,澎湖縣
117695,2022-04-26 10:18:00,A2,澎湖縣白沙鄉縣道203線13.6公里處岔路口(港子段),追撞,未保持行車安全距離,死亡0;受傷1,119.598695,23.646341,1: 機車 (普通重型); 2: 機車 (普通重型),普通重型,,,,,,,,,,,,,,2022-04-26,10:18:00,0,1,澎湖縣
118072,2022-04-26 16:53:00,A2,澎湖縣馬公市縣205線 6公里200.0公尺處西側向外側,側撞,未依規定讓車,死亡0;受傷1,119.595055,23.556124,1: 小客車 (自用); 2: 機車 (普通重型),普通重型,,自用,,,,,,,,,,,,2022-04-26,16:53:00,0,1,澎湖縣
118479,2022-04-27 07:04:00,A2,澎湖縣湖西鄉縣202線 8公里600.0公尺處,倒車撞,倒車未依規定,死亡0;受傷1,119.67026,23.582138,1: 小客車 (自用); 2: 機車 (普通重型),普通重型,,自用,,,,,,,,,,,,2022-04-27,07:04:00,0,1,澎湖縣
118811,2022-04-27 10:55:00,A2,澎湖縣馬公市風櫃里104之1號前道路,其他,未注意車前狀態,死亡0;受傷1,119.547972,23.539686,1: 機車 (普通重型); 2: 機車 (普通重型),普通重型,,,,,,,,,,,,,,2022-04-27,10:55:00,0,1,澎湖縣
118928,2022-04-27 12:44:55,A2,澎湖縣西嶼鄉縣203線 24公里700.0公尺處西側向外側,路上翻車、摔倒,未注意車前狀態,死亡0;受傷2,119.527714,23.636714,1: 機車 (普通重型); 2:  (); 3: 人 (乘客),普通重型,,,乘客,,,,,,,,,,,2022-04-27,12:44:55,0,2,澎湖縣
118958,2022-04-27 13:15:00,A2,澎湖縣馬公市光明里明遠路口 / 澎湖縣馬公市光明里信義路口,側撞,違反號誌管制或指揮,死亡0;受傷2,119.568087,23.570649,1: 機車 (普通重型); 2: 小客車 (計程車); 3: 人 (乘客),普通重型,,計程車,乘客,,,,,,,,,,,2022-04-27,13:15:00,0,2,澎湖縣
119278,2022-04-27 18:27:00,A2,澎湖縣馬公市案山里文德路口 / 澎湖縣馬公市案山里大賢街口,路口交岔撞,未依規定讓車,死亡0;受傷1,119.578946,23.561851,1: 小客車 (自用); 2: 機車 (普通重型),普通重型,,自用,,,,,,,,,,,,2022-04-27,18:27:00,0,1,澎湖縣
121449,2022-04-29 21:04:00,A2,澎湖縣馬公市重慶里海埔路5號前0.0公尺南側,路上翻車、摔倒,未注意車前狀態,死亡0;受傷2,119.568596,23.56576,1: 機車 (普通重型); 2:  (); 3: 人 (乘客),普通重型,,,乘客,,,,,,,,,,,2022-04-29,21:04:00,0,2,澎湖縣
121540,2022-04-30 01:39:00,A2,澎湖縣馬公市西衛里269號前岔路口,撞路樹、電桿,未注意車前狀態,死亡0;受傷1,119.58131,23.585229,1: 機車 (普通重型); 2:  (),普通重型,,,,,,,,,,,,,,2022-04-30,01:39:00,0,1,澎湖縣
121691,2022-04-30 09:24:00,A2,澎湖縣馬公市西文里310號前道路,側撞,未依規定讓車,死亡0;受傷1,119.583722,23.568375,1: 小貨車(含客、貨兩用) (自用); 2: 機車 (普通重型),普通重型,,,,,自用,,,,,,,,,2022-04-30,09:24:00,0,1,澎湖縣
122613,2022-05-01 11:07:00,A2,澎湖縣馬公市啟明里臨海路26號前0.0公尺東側,其他,起步未注意其他車(人)安全,死亡0;受傷1,119.56576,23.562831,1: 小客車 (自用); 2: 機車 (普通重型),普通重型,,自用,,,,,,,,,,,,2022-05-01,11:07:00,0,1,澎湖縣
122730,2022-05-01 13:03:00,A2,澎湖縣馬公市民福路加油站內,倒車撞,倒車未依規定,死亡0;受傷1,119.568846,23.564967,1: 小客車 (自用); 2: 機車 (普通重型); 3: 人 (乘客),普通重型,,自用,乘客,,,,,,,,,,,2022-05-01,13:03:00,0,1,澎湖縣
122991,2022-05-01 18:27:10,A2,澎湖縣西嶼鄉縣203線 23.9公里北側向外側,撞護欄(樁),未注意車前狀態,死亡0;受傷2,119.534874,23.636127,1: 機車 (普通重型); 2:  (); 3: 人 (乘客),普通重型,,,乘客,,,,,,,,,,,2022-05-01,18:27:10,0,2,澎湖縣
123152,2022-05-02 01:07:00,A2,澎湖縣馬公市縣道203線與都市計劃20之3號道岔路口南側60公尺處道路,路上翻車、摔倒,酒醉(後)駕駛失控,死亡0;受傷1,119.58901,23.567583,1: 機車 (普通重型); 2:  (),普通重型,,,,,,,,,,,,,,2022-05-02,01:07:00,0,1,澎湖縣
123327,2022-05-02 09:04:00,A2,澎湖縣馬公市朝陽里中華路口 / 澎湖縣馬公市陽明里中華路口,側撞,違反號誌管制或指揮,死亡0;受傷2,119.578195,23.571895,1: 機車 (普通重型); 2: 機車 (普通重型),普通重型,,,,,,,,,,,,,,2022-05-02,09:04:00,0,2,澎湖縣
123793,2022-05-02 18:19:00,A2,澎湖縣馬公市重慶里海埔路口 / 澎湖縣馬公市中興里民福路口,側撞,未依規定讓車,死亡0;受傷2,119.568431,23.565554,1: 小客車 (租賃車); 2: 機車 (普通重型); 3: 人 (乘客),普通重型,,租賃車,乘客,,,,,,,,,,,2022-05-02,18:19:00,0,2,澎湖縣
124168,2022-05-03 07:58:00,A2,澎湖縣馬公市縣204線 2公里200.0公尺處口,追撞,未保持行車安全距離,死亡0;受傷1,119.599793,23.558816,1: 小客車 (自用); 2: 機車 (普通重型),普通重型,,自用,,,,,,,,,,,,2022-05-03,07:58:00,0,1,澎湖縣
124338,2022-05-03 10:19:00,A2,澎湖縣馬公市縣203線 5公里500.0公尺處口,路上翻車、摔倒,未注意車前狀態,死亡0;受傷1,119.604888,23.579735,1: 機車 (普通重型); 2:  (),普通重型,,,,,,,,,,,,,,2022-05-03,10:19:00,0,1,澎湖縣
124458,2022-05-03 12:11:00,A2,澎湖縣馬公市西文里縣204線道口 / 澎湖縣馬公市西文里文學路口,同向擦撞,右轉彎未依規定,死亡0;受傷1,119.583104,23.568906,1: 小客車 (自用); 2: 機車 (普通重型),普通重型,,自用,,,,,,,,,,,,2022-05-03,12:11:00,0,1,澎湖縣
124668,2022-05-03 15:58:00,A2,澎湖縣馬公市西衛里76號前岔路口,對撞,未靠右行駛,死亡0;受傷1,119.580875,23.580173,1: 機車 (普通輕型); 2: 機車 (普通重型),普通重型,,,,,,,,,,,,,,2022-05-03,15:58:00,0,1,澎湖縣
124675,2022-05-03 16:08:00,A2,澎湖縣馬公市光復里海埔路口 / 澎湖縣馬公市光復里興港北街口,側撞,未依規定讓車,死亡0;受傷1,119.569988,23.567014,1: 機車 (普通重型); 2: 小客車 (租賃車),普通重型,,租賃車,,,,,,,,,,,,2022-05-03,16:08:00,0,1,澎湖縣
124960,2022-05-03 20:02:00,A2,澎湖縣馬公市西文里中華路387號前0.0公尺東側,同向擦撞,迴轉未依規定,死亡0;受傷2,119.581113,23.570469,1: 機車 (普通重型); 2: 機車 (普通重型),普通重型,,,,,,,,,,,,,,2022-05-03,20:02:00,0,2,澎湖縣
125617,2022-05-04 14:34:00,A2,澎湖縣馬公市朝陽里六合路11號,同向通行中,未注意車前狀態,死亡0;受傷1,119.581494,23.571511,1: 機車 (普通重型); 2: 人 (行人),普通重型,,,行人,,,,,,,,,,,2022-05-04,14:34:00,0,1,澎湖縣
125812,2022-05-04 17:28:00,A2,澎湖縣馬公市朝陽里朝陽路口 / 澎湖縣馬公市朝陽里中華路口,其他,未注意車前狀態,死亡0;受傷1,119.578477,23.572444,1: 機車 (普通重型); 2: 機車 (普通重型),普通重型,,,,,,,,,,,,,,2022-05-04,17:28:00,0,1,澎湖縣
125877,2022-05-04 18:01:00,A2,澎湖縣馬公市縣201線 2公里,側撞,起步未注意其他車(人)安全,死亡0;受傷1,119.603558,23.536947,1: 小貨車(含客、貨兩用) (自用); 2: 機車 (普通重型),普通重型,,,,,自用,,,,,,,,,2022-05-04,18:01:00,0,1,澎湖縣
126073,2022-05-04 22:22:00,A2,澎湖縣馬公市長安里中正路口 / 澎湖縣馬公市長安里民生路口,側撞,未依規定讓車,死亡0;受傷2,119.566016,23.567624,1: 機車 (普通重型); 2: 機車 (普通重型),普通重型,,,,,,,,,,,,,,2022-05-04,22:22:00,0,2,澎湖縣
126300,2022-05-05 08:42:00,A2,澎湖縣馬公市石泉里28之2號前岔路口,側撞,未依規定讓車,死亡0;受傷1,119.596082,23.555978,1: 機車 (普通重型); 2: 小客車 (自用),普通重型,,自用,,,,,,,,,,,,2022-05-05,08:42:00,0,1,澎湖縣
126434,2022-05-05 10:51:00,A2,澎湖縣馬公市中興里民族路78號前0.0公尺北側,路上翻車、摔倒,未注意車前狀態,死亡0;受傷1,119.56519,23.569526,1: 機車 (普通重型); 2:  (),普通重型,,,,,,,,,,,,,,2022-05-05,10:51:00,0,1,澎湖縣
126504,2022-05-05 12:07:00,A2,澎湖縣馬公市縣201線 7公里78.0公尺處,路上翻車、摔倒,未注意車前狀態,死亡0;受傷1,119.562576,23.5269,1: 機車 (普通重型); 2:  (),普通重型,,,,,,,,,,,,,,2022-05-05,12:07:00,0,1,澎湖縣
126992,2022-05-05 20:32:00,A2,澎湖縣湖西鄉縣203線 6公里750.0公尺處北側向機車優先道,其他,未注意車前狀態,死亡0;受傷1,119.611541,23.589317,1: 機車 (普通重型); 2: 小客車 (自用),普通重型,,自用,,,,,,,,,,,,2022-05-05,20:32:00,0,1,澎湖縣
127607,2022-05-06 13:57:00,A2,澎湖縣馬公市西文里文學路27號前0.0公尺北側,同向擦撞,右轉彎未依規定,死亡0;受傷1,119.582768,23.56761,1: 小客車 (自用); 2: 機車 (普通重型),普通重型,,自用,,,,,,,,,,,,2022-05-06,13:57:00,0,1,澎湖縣
128755,2022-05-07 16:34:00,A2,澎湖縣西嶼鄉縣道203線與澎5號道岔路口(池東段),路口交岔撞,未依規定讓車,死亡0;受傷3,119.513157,23.605863,1: 小客車 (租賃車); 2: 小客車 (租賃車); 3:  (); 4: 人 (乘客),,,租賃車,乘客,,,,,,,,,,,2022-05-07,16:34:00,0,3,澎湖縣
129299,2022-05-08 12:29:00,A2,澎湖縣馬公市西衛里245之1號前道路,對向擦撞,未靠右行駛,死亡0;受傷1,119.579763,23.585145,1: 機車 (普通重型); 2: 小客車 (自用),普通重型,,自用,,,,,,,,,,,,2022-05-08,12:29:00,0,1,澎湖縣
129679,2022-05-09 01:57:00,A2,澎湖縣馬公市陽明里新生路口 / 澎湖縣馬公市陽明里新店路口,側撞,未依規定讓車,死亡0;受傷1,119.57315,23.56974,1: 小客車 (自用); 2: 機車 (普通重型),普通重型,,自用,,,,,,,,,,,,2022-05-09,01:57:00,0,1,澎湖縣
129930,2022-05-09 09:55:00,A2,澎湖縣馬公市案山里文德路口 / 澎湖縣馬公市案山里大賢街口,側撞,未依規定讓車,死亡0;受傷1,119.578952,23.561842,1: 小客車 (租賃車); 2: 機車 (普通重型),普通重型,,租賃車,,,,,,,,,,,,2022-05-09,09:55:00,0,1,澎湖縣
130278,2022-05-09 16:33:00,A2,澎湖縣馬公市陽明里中華路189號前0.0公尺,對向擦撞,未保持行車安全間隔,死亡0;受傷1,119.574759,23.571899,1: 小客車 (自用); 2: 機車 (普通重型),普通重型,,自用,,,,,,,,,,,,2022-05-09,16:33:00,0,1,澎湖縣
130736,2022-05-10 07:44:00,A2,澎湖縣馬公市縣204線 5公里200.0公尺處東側,同向通行中,未注意車前狀態,死亡0;受傷1,119.624315,23.551291,1: 機車 (普通重型); 2: 人 (行人),普通重型,,,行人,,,,,,,,,,,2022-05-10,07:44:00,0,1,澎湖縣
131078,2022-05-10 13:19:45,A2,澎湖縣七美鄉南港村尖山腳19-1號前道路,路上翻車、摔倒,酒醉(後)駕駛失控,死亡0;受傷1,119.432957,23.200599,1: 機車 (普通重型); 2:  (),普通重型,,,,,,,,,,,,,,2022-05-10,13:19:45,0,1,澎湖縣
132147,2022-05-11 14:30:00,A2,澎湖縣湖西鄉縣203線 6公里100.0公尺處北側向內側,同向擦撞,變換車道或方向不當,死亡0;受傷2,119.608189,23.584646,1: 機車 (普通重型); 2: 機車 (普通重型),普通重型,,,,,,,,,,,,,,2022-05-11,14:30:00,0,2,澎湖縣
132610,2022-05-11 22:50:00,A2,澎湖縣馬公市西衛里光復路349號前0.0公尺南側,其他,未注意車前狀態,死亡0;受傷1,119.575879,23.576704,1: 機車 (普通重型); 2: 小客車 (自用); 3: 小客車 (自用),普通重型,,自用,,,,,,,,,,,,2022-05-11,22:50:00,0,1,澎湖縣
132951,2022-05-12 10:45:00,A2,澎湖縣馬公市陽明里水源路口 / 澎湖縣馬公市光復里北辰街口,路口交岔撞,未依規定讓車,死亡0;受傷1,119.571663,23.569798,1: 機車 (普通輕型); 2: 小貨車(含客、貨兩用) (自用),普通輕型,,,,,自用,,,,,,,,,2022-05-12,10:45:00,0,1,澎湖縣
133027,2022-05-12 12:19:00,A2,澎湖縣白沙鄉澎8號線 2公里西側向路肩,其他,未注意車前狀態,死亡0;受傷2,119.584937,23.656065,1: 機車 (普通重型); 2:  (); 3: 人 (乘客),普通重型,,,乘客,,,,,,,,,,,2022-05-12,12:19:00,0,2,澎湖縣
133734,2022-05-13 07:43:00,A2,澎湖縣馬公市縣204線 50.0公尺處西側向外側,同向擦撞,右轉彎未依規定,死亡0;受傷1,119.582483,23.569514,1: 機車 (普通重型); 2: 小客車 (自用); 3: 小客車 (自用),普通重型,,自用,,,,,,,,,,,,2022-05-13,07:43:00,0,1,澎湖縣
134365,2022-05-13 17:44:00,A2,澎湖縣馬公市石泉里縣204線道路口 / 澎湖縣馬公市石泉里澎23號道路口,側撞,違反號誌管制或指揮,死亡0;受傷1,119.594948,23.560819,1: 小貨車(含客、貨兩用) (自用); 2: 機車 (普通重型),普通重型,,,,,自用,,,,,,,,,2022-05-13,17:44:00,0,1,澎湖縣
134368,2022-05-13 17:45:00,A2,澎湖縣馬公市西文里中華路387號前0.0公尺東側,側撞,未依規定讓車,死亡0;受傷1,119.581196,23.570412,1: 小客車 (自用); 2: 機車 (普通重型),普通重型,,自用,,,,,,,,,,,,2022-05-13,17:45:00,0,1,澎湖縣
134397,2022-05-13 18:03:00,A2,澎湖縣馬公市長安里中正路口 / 澎湖縣馬公市長安里民生路口,其他,違反號誌管制或指揮,死亡0;受傷2,119.565543,23.567644,1: 機車 (普通重型); 2: 小客車 (自用); 3: 機車 (普通重型); 4: 人 (乘客); 5: 人 (乘客),普通重型,,自用,乘客,,,,,,,,,,,2022-05-13,18:03:00,0,2,澎湖縣
134913,2022-05-14 13:16:00,A2,澎湖縣七美鄉海豐村三塊厝1-1號前岔路口,側撞,左轉彎未依規定,死亡0;受傷4,119.424462,23.202226,1: 機車 (普通重型); 2: 機車 (普通輕型); 3: 人 (乘客); 4: 人 (乘客),普通輕型,,,乘客,,,,,,,,,,,2022-05-14,13:16:00,0,4,澎湖縣
135067,2022-05-14 17:07:00,A2,澎湖縣湖西鄉鼎灣村縣203線道路口 / 澎湖縣湖西鄉鼎灣村澎11號道路口,側撞,未依規定讓車,死亡0;受傷1,119.613007,23.591212,1: 小客車 (租賃車); 2: 機車 (普通重型),普通重型,,租賃車,,,,,,,,,,,,2022-05-14,17:07:00,0,1,澎湖縣
135686,2022-05-15 16:53:00,A2,澎湖縣馬公市案山里新營路口 / 澎湖縣馬公市案山里大賢街口,側撞,未依規定讓車,死亡0;受傷1,119.578703,23.562079,1: 小客車 (自用); 2: 機車 (普通重型),普通重型,,自用,,,,,,,,,,,,2022-05-15,16:53:00,0,1,澎湖縣
136605,2022-05-16 18:12:00,A2,澎湖縣馬公市新營路25號北側岔路口,側撞,未注意車前狀態,死亡0;受傷1,119.572881,23.566696,1: 小客車 (租賃車); 2: 機車 (普通重型),普通重型,,租賃車,,,,,,,,,,,,2022-05-16,18:12:00,0,1,澎湖縣
136837,2022-05-17 02:25:00,A2,澎湖縣馬公市光復里新生路口 / 澎湖縣馬公市光復里新村路口,路口交岔撞,未依規定讓車,死亡0;受傷2,119.570879,23.568901,1: 小客車 (自用); 2: 小客車 (租賃車),,,租賃車,,,,,,,,,,,,2022-05-17,02:25:00,0,2,澎湖縣
137292,2022-05-17 13:08:00,A2,澎湖縣西嶼鄉縣203線 28公里300.0公尺處南側,其他,迴轉未依規定,死亡0;受傷1,119.514595,23.614675,1: 大客車 (遊覽車); 2: 機車 (普通重型); 3: 人 (乘客),普通重型,,,乘客,,,,,,遊覽車,,,,,2022-05-17,13:08:00,0,1,澎湖縣
137872,2022-05-18 07:38:00,A2,澎湖縣馬公市啟明里惠民路口 / 澎湖縣馬公市啟明里啟明街口,路上翻車、摔倒,未注意車前狀態,死亡0;受傷1,119.566662,23.564492,1: 機車 (普通重型); 2:  (),普通重型,,,,,,,,,,,,,,2022-05-18,07:38:00,0,1,澎湖縣
138380,2022-05-18 16:28:00,A2,澎湖縣湖西鄉湖西村縣202線道路口 / 澎湖縣湖西鄉湖西村澎19號道路口,側撞,未依規定讓車,死亡0;受傷1,119.658385,23.584553,1: 小客車 (自用); 2: 機車 (普通重型),普通重型,,自用,,,,,,,,,,,,2022-05-18,16:28:00,0,1,澎湖縣
138825,2022-05-19 07:56:00,A2,澎湖縣馬公市西文里716號前道路,其他,其他裝載不當肇事,死亡0;受傷1,119.594128,23.568526,1: 小貨車(含客、貨兩用) (自用); 2: 機車 (普通重型),普通重型,,,,,自用,,,,,,,,,2022-05-19,07:56:00,0,1,澎湖縣
139097,2022-05-19 12:52:00,A2,澎湖縣馬公市光復里光復路口 / 澎湖縣馬公市光復里文光路口,側撞,左轉彎未依規定,死亡0;受傷2,119.569627,23.570613,1: 機車 (普通重型); 2: 機車 (普通重型); 3: 人 (乘客),普通重型,,,乘客,,,,,,,,,,,2022-05-19,12:52:00,0,2,澎湖縣
139463,2022-05-19 19:05:00,A2,澎湖縣馬公市光榮里光復路口 / 澎湖縣馬公市朝陽里朝陽路口,其他,未注意車前狀態,死亡0;受傷1,119.573426,23.574358,1: 小客車 (自用); 2: 機車 (普通重型); 3: 人 (乘客),普通重型,,自用,乘客,,,,,,,,,,,2022-05-19,19:05:00,0,1,澎湖縣
139919,2022-05-20 11:48:00,A2,澎湖縣西嶼鄉縣道203線23.9公里處岔路口(橫礁段),側撞,未依規定讓車,死亡0;受傷1,119.535759,23.635952,1: 小貨車(含客、貨兩用) (自用); 2: 機車 (普通重型),普通重型,,,,,自用,,,,,,,,,2022-05-20,11:48:00,0,1,澎湖縣
140013,2022-05-20 13:30:00,A2,澎湖縣馬公市陽明里陽明路口 / 澎湖縣馬公市陽明里文林街口,路口交岔撞,未依規定讓車,死亡0;受傷1,119.575325,23.572696,1: 機車 (普通重型); 2: 機車 (普通重型),普通重型,,,,,,,,,,,,,,2022-05-20,13:30:00,0,1,澎湖縣
140829,2022-05-21 11:24:59,A2,澎湖縣七美鄉澎44號線 1公里500.0公尺處口,路上翻車、摔倒,未注意車前狀態,死亡0;受傷1,119.435344,23.208776,1: 機車 (普通重型); 2:  (),普通重型,,,,,,,,,,,,,,2022-05-21,11:24:59,0,1,澎湖縣
140959,2022-05-21 14:05:00,A2,澎湖縣馬公市重慶里民生路口 / 澎湖縣馬公市重慶里文化路口,路口交岔撞,未依規定讓車,死亡0;受傷1,119.567331,23.56746,1: 機車 (普通重型); 2: 小客車 (計程車),普通重型,,計程車,,,,,,,,,,,,2022-05-21,14:05:00,0,1,澎湖縣
141356,2022-05-22 06:09:00,A2,澎湖縣馬公市中華路口 / 澎湖縣馬公市六合路口,路上翻車、摔倒,未注意車前狀態,死亡0;受傷1,119.581921,23.570055,1: 機車 (普通重型); 2:  (),普通重型,,,,,,,,,,,,,,2022-05-22,06:09:00,0,1,澎湖縣
141387,2022-05-22 07:51:00,A2,澎湖縣湖西鄉成功村縣202線道路口 / 澎湖縣湖西鄉成功村澎11號道路口,側撞,違反特定標誌(線)禁制,死亡0;受傷1,119.622792,23.579844,1: 小客車 (自用); 2: 機車 (普通重型),普通重型,,自用,,,,,,,,,,,,2022-05-22,07:51:00,0,1,澎湖縣
141421,2022-05-22 08:56:00,A2,澎湖縣馬公市西文里文學路23號口,側撞,右轉彎未依規定,死亡0;受傷1,119.582812,23.567735,1: 小客車 (自用); 2: 機車 (普通重型),普通重型,,自用,,,,,,,,,,,,2022-05-22,08:56:00,0,1,澎湖縣
142311,2022-05-23 12:41:00,A2,澎湖縣馬公市重光里五福路140號,追撞,未保持行車安全距離,死亡0;受傷2,119.575203,23.581507,1: 機車 (普通重型); 2: 機車 (普通重型),普通重型,,,,,,,,,,,,,,2022-05-23,12:41:00,0,2,澎湖縣
142533,2022-05-23 17:21:00,A2,澎湖縣白沙鄉澎8-1號道0.3公里處岔路口(後寮段),側撞,右轉彎未依規定,死亡0;受傷1,119.575679,23.662637,1: 小客車 (租賃車); 2: 機車 (普通重型); 3: 人 (乘客); 4: 人 (乘客),普通重型,,租賃車,乘客,,,,,,,,,,,2022-05-23,17:21:00,0,1,澎湖縣
